,artist,track,week start,week end,place
879,"Cagle, Chris",My Love Goes On And On,2000-12-23,2000-12-30,83.0
880,"Cagle, Chris",My Love Goes On And On,2000-12-30,2001-01-06,91.0
881,"Cagle, Chris",My Love Goes On And On,2000-10-21,2000-10-28,99.0
882,"Cagle, Chris",My Love Goes On And On,2000-10-28,2000-11-04,94.0
883,"Cagle, Chris",My Love Goes On And On,2000-11-04,2000-11-11,94.0
884,"Cagle, Chris",My Love Goes On And On,2000-11-11,2000-11-18,87.0
885,"Cagle, Chris",My Love Goes On And On,2000-11-18,2000-11-25,84.0
886,"Cagle, Chris",My Love Goes On And On,2000-11-25,2000-12-02,83.0
887,"Cagle, Chris",My Love Goes On And On,2000-12-02,2000-12-09,76.0
888,"Cagle, Chris",My Love Goes On And On,2000-12-09,2000-12-16,76.0
889,"Cagle, Chris",My Love Goes On And On,2000-12-16,2000-12-23,79.0
890,Cam'ron,What Means The World To You,2000-12-16,2000-12-23,92.0
891,Cam'ron,What Means The World To You,2000-10-14,2000-10-21,94.0
892,Cam'ron,What Means The World To You,2000-10-21,2000-10-28,94.0
893,Cam'ron,What Means The World To You,2000-10-28,2000-11-04,96.0
894,Cam'ron,What Means The World To You,2000-11-04,2000-11-11,91.0
895,Cam'ron,What Means The World To You,2000-11-11,2000-11-18,84.0
896,Cam'ron,What Means The World To You,2000-11-18,2000-11-25,83.0
897,Cam'ron,What Means The World To You,2000-11-25,2000-12-02,88.0
898,Cam'ron,What Means The World To You,2000-12-02,2000-12-09,87.0
899,Cam'ron,What Means The World To You,2000-12-09,2000-12-16,95.0
900,"Carey, Mariah",Thank God I Found You,2000-02-12,2000-02-19,2.0
901,"Carey, Mariah",Thank God I Found You,2000-02-19,2000-02-26,1.0
902,"Carey, Mariah",Thank God I Found You,2000-02-26,2000-03-04,2.0
903,"Carey, Mariah",Thank God I Found You,2000-03-04,2000-03-11,4.0
904,"Carey, Mariah",Thank God I Found You,2000-03-11,2000-03-18,13.0
905,"Carey, Mariah",Thank God I Found You,2000-03-18,2000-03-25,21.0
906,"Carey, Mariah",Thank God I Found You,2000-03-25,2000-04-01,28.0
907,"Carey, Mariah",Thank God I Found You,2000-04-01,2000-04-08,43.0
908,"Carey, Mariah",Thank God I Found You,2000-04-08,2000-04-15,57.0
909,"Carey, Mariah",Thank God I Found You,2000-04-15,2000-04-22,82.0
910,"Carey, Mariah",Thank God I Found You,1999-12-11,1999-12-18,82.0
911,"Carey, Mariah",Thank God I Found You,2000-04-22,2000-04-29,89.0
912,"Carey, Mariah",Thank God I Found You,1999-12-18,1999-12-25,68.0
913,"Carey, Mariah",Thank God I Found You,1999-12-25,2000-01-01,50.0
914,"Carey, Mariah",Thank God I Found You,2000-01-01,2000-01-08,50.0
915,"Carey, Mariah",Thank God I Found You,2000-01-08,2000-01-15,41.0
916,"Carey, Mariah",Thank God I Found You,2000-01-15,2000-01-22,37.0
917,"Carey, Mariah",Thank God I Found You,2000-01-22,2000-01-29,26.0
918,"Carey, Mariah",Thank God I Found You,2000-01-29,2000-02-05,22.0
919,"Carey, Mariah",Thank God I Found You,2000-02-05,2000-02-12,22.0
920,"Carey, Mariah",Crybaby,2000-06-24,2000-07-01,28.0
921,"Carey, Mariah",Crybaby,2000-07-01,2000-07-08,34.0
922,"Carey, Mariah",Crybaby,2000-07-08,2000-07-15,48.0
923,"Carey, Mariah",Crybaby,2000-07-15,2000-07-22,62.0
924,"Carey, Mariah",Crybaby,2000-07-22,2000-07-29,77.0
925,"Carey, Mariah",Crybaby,2000-07-29,2000-08-05,90.0
926,"Carey, Mariah",Crybaby,2000-08-05,2000-08-12,95.0
927,"Carter, Aaron",Aaron's Party (Come Get It),2000-10-28,2000-11-04,55.0
928,"Carter, Aaron",Aaron's Party (Come Get It),2000-11-04,2000-11-11,67.0
929,"Carter, Aaron",Aaron's Party (Come Get It),2000-11-11,2000-11-18,83.0
930,"Carter, Aaron",Aaron's Party (Come Get It),2000-11-18,2000-11-25,86.0
931,"Carter, Aaron",Aaron's Party (Come Get It),2000-11-25,2000-12-02,92.0
932,"Carter, Aaron",Aaron's Party (Come Get It),2000-12-02,2000-12-09,100.0
933,"Carter, Aaron",Aaron's Party (Come Get It),2000-08-26,2000-09-02,99.0
934,"Carter, Aaron",Aaron's Party (Come Get It),2000-09-02,2000-09-09,75.0
935,"Carter, Aaron",Aaron's Party (Come Get It),2000-09-09,2000-09-16,57.0
936,"Carter, Aaron",Aaron's Party (Come Get It),2000-09-16,2000-09-23,35.0
937,"Carter, Aaron",Aaron's Party (Come Get It),2000-09-23,2000-09-30,35.0
938,"Carter, Aaron",Aaron's Party (Come Get It),2000-09-30,2000-10-07,37.0
939,"Carter, Aaron",Aaron's Party (Come Get It),2000-10-07,2000-10-14,43.0
940,"Carter, Aaron",Aaron's Party (Come Get It),2000-10-14,2000-10-21,79.0
941,"Carter, Aaron",Aaron's Party (Come Get It),2000-10-21,2000-10-28,51.0
942,"Carter, Torrey",Take That,2000-06-24,2000-07-01,94.0
943,"Carter, Torrey",Take That,2000-07-01,2000-07-08,88.0
944,"Carter, Torrey",Take That,2000-07-08,2000-07-15,86.0
945,"Carter, Torrey",Take That,2000-07-15,2000-07-22,91.0
946,"Carter, Torrey",Take That,2000-07-22,2000-07-29,89.0
947,"Carter, Torrey",Take That,2000-07-29,2000-08-05,87.0
948,"Carter, Torrey",Take That,2000-08-05,2000-08-12,99.0
949,Changing Faces,That Other Woman,2000-12-02,2000-12-09,85.0
950,Changing Faces,That Other Woman,2000-12-09,2000-12-16,97.0
951,Changing Faces,That Other Woman,2000-09-30,2000-10-07,80.0
952,Changing Faces,That Other Woman,2000-10-07,2000-10-14,72.0
953,Changing Faces,That Other Woman,2000-10-14,2000-10-21,66.0
954,Changing Faces,That Other Woman,2000-10-21,2000-10-28,66.0
955,Changing Faces,That Other Woman,2000-10-28,2000-11-04,64.0
956,Changing Faces,That Other Woman,2000-11-04,2000-11-11,76.0
957,Changing Faces,That Other Woman,2000-11-11,2000-11-18,65.0
958,Changing Faces,That Other Woman,2000-11-18,2000-11-25,66.0
959,Changing Faces,That Other Woman,2000-11-25,2000-12-02,75.0
960,"Chesney, Kenny",What I Need To Do,2000-06-03,2000-06-10,57.0
961,"Chesney, Kenny",What I Need To Do,2000-06-10,2000-06-17,56.0
962,"Chesney, Kenny",What I Need To Do,2000-06-17,2000-06-24,56.0
963,"Chesney, Kenny",What I Need To Do,2000-06-24,2000-07-01,56.0
964,"Chesney, Kenny",What I Need To Do,2000-07-01,2000-07-08,72.0
965,"Chesney, Kenny",What I Need To Do,2000-07-08,2000-07-15,80.0
966,"Chesney, Kenny",What I Need To Do,2000-07-15,2000-07-22,93.0
967,"Chesney, Kenny",What I Need To Do,2000-07-22,2000-07-29,95.0
968,"Chesney, Kenny",What I Need To Do,2000-04-01,2000-04-08,79.0
969,"Chesney, Kenny",What I Need To Do,2000-04-08,2000-04-15,74.0
970,"Chesney, Kenny",What I Need To Do,2000-04-15,2000-04-22,68.0
971,"Chesney, Kenny",What I Need To Do,2000-04-22,2000-04-29,72.0
972,"Chesney, Kenny",What I Need To Do,2000-04-29,2000-05-06,69.0
973,"Chesney, Kenny",What I Need To Do,2000-05-06,2000-05-13,69.0
974,"Chesney, Kenny",What I Need To Do,2000-05-13,2000-05-20,62.0
975,"Chesney, Kenny",What I Need To Do,2000-05-20,2000-05-27,58.0
976,"Chesney, Kenny",What I Need To Do,2000-05-27,2000-06-03,57.0
977,"Chesney, Kenny",I Lost It,2000-12-23,2000-12-30,34.0
978,"Chesney, Kenny",I Lost It,2000-12-30,2001-01-06,36.0
979,"Chesney, Kenny",I Lost It,2001-01-06,2001-01-13,45.0
980,"Chesney, Kenny",I Lost It,2001-01-13,2001-01-20,42.0
981,"Chesney, Kenny",I Lost It,2001-01-20,2001-01-27,45.0
982,"Chesney, Kenny",I Lost It,2001-01-27,2001-02-03,60.0
983,"Chesney, Kenny",I Lost It,2001-02-03,2001-02-10,70.0
984,"Chesney, Kenny",I Lost It,2001-02-10,2001-02-17,82.0
985,"Chesney, Kenny",I Lost It,2001-02-17,2001-02-24,88.0
986,"Chesney, Kenny",I Lost It,2001-02-24,2001-03-03,89.0
987,"Chesney, Kenny",I Lost It,2000-10-21,2000-10-28,75.0
988,"Chesney, Kenny",I Lost It,2001-03-03,2001-03-10,92.0
989,"Chesney, Kenny",I Lost It,2000-10-28,2000-11-04,67.0
990,"Chesney, Kenny",I Lost It,2000-11-04,2000-11-11,61.0
991,"Chesney, Kenny",I Lost It,2000-11-11,2000-11-18,58.0
992,"Chesney, Kenny",I Lost It,2000-11-18,2000-11-25,58.0
993,"Chesney, Kenny",I Lost It,2000-11-25,2000-12-02,53.0
994,"Chesney, Kenny",I Lost It,2000-12-02,2000-12-09,47.0
995,"Chesney, Kenny",I Lost It,2000-12-09,2000-12-16,47.0
996,"Chesney, Kenny",I Lost It,2000-12-16,2000-12-23,40.0
997,Clark Family Experience,Meanwhile Back At The Ranch,2001-01-20,2001-01-27,81.0
998,Clark Family Experience,Meanwhile Back At The Ranch,2001-01-27,2001-02-03,85.0
999,Clark Family Experience,Meanwhile Back At The Ranch,2001-02-03,2001-02-10,91.0
1000,Clark Family Experience,Meanwhile Back At The Ranch,2000-11-18,2000-11-25,87.0
1001,Clark Family Experience,Meanwhile Back At The Ranch,2000-11-25,2000-12-02,86.0
1002,Clark Family Experience,Meanwhile Back At The Ranch,2000-12-02,2000-12-09,81.0
1003,Clark Family Experience,Meanwhile Back At The Ranch,2000-12-09,2000-12-16,92.0
1004,Clark Family Experience,Meanwhile Back At The Ranch,2000-12-16,2000-12-23,80.0
1005,Clark Family Experience,Meanwhile Back At The Ranch,2000-12-23,2000-12-30,80.0
1006,Clark Family Experience,Meanwhile Back At The Ranch,2000-12-30,2001-01-06,82.0
1007,Clark Family Experience,Meanwhile Back At The Ranch,2001-01-06,2001-01-13,84.0
1008,Clark Family Experience,Meanwhile Back At The Ranch,2001-01-13,2001-01-20,82.0
1009,"Clark, Terri",A Little Gasoline,2000-12-16,2000-12-23,75.0
1010,"Clark, Terri",A Little Gasoline,2000-12-23,2000-12-30,82.0
1011,"Clark, Terri",A Little Gasoline,2000-12-30,2001-01-06,88.0
1012,"Clark, Terri",A Little Gasoline,2001-01-06,2001-01-13,96.0
1013,"Clark, Terri",A Little Gasoline,2001-01-13,2001-01-20,99.0
1014,"Clark, Terri",A Little Gasoline,2001-01-20,2001-01-27,99.0
1015,Common,The Light,2000-10-07,2000-10-14,56.0
1016,Common,The Light,2000-10-14,2000-10-21,52.0
1017,Common,The Light,2000-10-21,2000-10-28,56.0
1018,Common,The Light,2000-10-28,2000-11-04,70.0
1019,Common,The Light,2000-11-04,2000-11-11,82.0
1020,Common,The Light,2000-11-11,2000-11-18,86.0
1021,Common,The Light,2000-11-18,2000-11-25,89.0
1022,Common,The Light,2000-11-25,2000-12-02,93.0
1023,Common,The Light,2000-12-02,2000-12-09,93.0
1024,Common,The Light,2000-12-09,2000-12-16,99.0
1025,Common,The Light,2000-08-05,2000-08-12,75.0
1026,Common,The Light,2000-08-12,2000-08-19,55.0
1027,Common,The Light,2000-08-19,2000-08-26,53.0
1028,Common,The Light,2000-08-26,2000-09-02,49.0
1029,Common,The Light,2000-09-02,2000-09-09,46.0
1030,Common,The Light,2000-09-09,2000-09-16,44.0
1031,Common,The Light,2000-09-16,2000-09-23,49.0
1032,Common,The Light,2000-09-23,2000-09-30,51.0
1033,Common,The Light,2000-09-30,2000-10-07,51.0
1034,Counting Crows,Hanginaround,2000-01-08,2000-01-15,32.0
1035,Counting Crows,Hanginaround,2000-01-15,2000-01-22,29.0
1036,Counting Crows,Hanginaround,2000-01-22,2000-01-29,29.0
1037,Counting Crows,Hanginaround,2000-01-29,2000-02-05,28.0
1038,Counting Crows,Hanginaround,2000-02-05,2000-02-12,32.0
1039,Counting Crows,Hanginaround,2000-02-12,2000-02-19,38.0
1040,Counting Crows,Hanginaround,2000-02-19,2000-02-26,48.0
1041,Counting Crows,Hanginaround,2000-02-26,2000-03-04,56.0
1042,Counting Crows,Hanginaround,2000-03-04,2000-03-11,59.0
1043,Counting Crows,Hanginaround,2000-03-11,2000-03-18,61.0
1044,Counting Crows,Hanginaround,1999-11-06,1999-11-13,84.0
1045,Counting Crows,Hanginaround,2000-03-18,2000-03-25,66.0
1046,Counting Crows,Hanginaround,1999-11-13,1999-11-20,70.0
1047,Counting Crows,Hanginaround,1999-11-20,1999-11-27,66.0
1048,Counting Crows,Hanginaround,1999-11-27,1999-12-04,60.0
1049,Counting Crows,Hanginaround,1999-12-04,1999-12-11,46.0
1050,Counting Crows,Hanginaround,1999-12-11,1999-12-18,37.0
1051,Counting Crows,Hanginaround,1999-12-18,1999-12-25,35.0
1052,Counting Crows,Hanginaround,1999-12-25,2000-01-01,35.0
1053,Counting Crows,Hanginaround,2000-01-01,2000-01-08,35.0
1054,Creed,Higher,1999-11-13,1999-11-20,57.0
1055,Creed,Higher,1999-11-20,1999-11-27,57.0
1056,Creed,Higher,1999-11-27,1999-12-04,57.0
1057,Creed,Higher,1999-12-04,1999-12-11,57.0
1058,Creed,Higher,1999-12-11,1999-12-18,57.0
1059,Creed,Higher,1999-12-18,1999-12-25,60.0
1060,Creed,Higher,1999-12-25,2000-01-01,61.0
1061,Creed,Higher,2000-01-01,2000-01-08,61.0
1062,Creed,Higher,2000-01-08,2000-01-15,57.0
1063,Creed,Higher,2000-01-15,2000-01-22,60.0
1064,Creed,Higher,1999-09-11,1999-09-18,81.0
1065,Creed,Higher,2000-01-22,2000-01-29,61.0
1066,Creed,Higher,2000-03-25,2000-04-01,43.0
1067,Creed,Higher,1999-09-18,1999-09-25,77.0
1068,Creed,Higher,2000-04-01,2000-04-08,41.0
1069,Creed,Higher,2000-04-08,2000-04-15,34.0
1070,Creed,Higher,2000-04-15,2000-04-22,28.0
1071,Creed,Higher,2000-04-22,2000-04-29,25.0
1072,Creed,Higher,2000-04-29,2000-05-06,23.0
1073,Creed,Higher,2000-05-06,2000-05-13,22.0
1074,Creed,Higher,2000-05-13,2000-05-20,16.0
1075,Creed,Higher,2000-05-20,2000-05-27,16.0
1076,Creed,Higher,2000-05-27,2000-06-03,18.0
1077,Creed,Higher,2000-06-03,2000-06-10,14.0
1078,Creed,Higher,1999-09-25,1999-10-02,73.0
1079,Creed,Higher,2000-06-10,2000-06-17,13.0
1080,Creed,Higher,2000-06-17,2000-06-24,13.0
1081,Creed,Higher,2000-06-24,2000-07-01,11.0
1082,Creed,Higher,2000-07-01,2000-07-08,11.0
1083,Creed,Higher,2000-07-08,2000-07-15,9.0
1084,Creed,Higher,2000-07-15,2000-07-22,9.0
1085,Creed,Higher,2000-07-22,2000-07-29,7.0
1086,Creed,Higher,2000-07-29,2000-08-05,7.0
1087,Creed,Higher,2000-08-05,2000-08-12,9.0
1088,Creed,Higher,2000-08-12,2000-08-19,9.0
1089,Creed,Higher,1999-10-02,1999-10-09,63.0
1090,Creed,Higher,2000-08-19,2000-08-26,12.0
1091,Creed,Higher,2000-08-26,2000-09-02,14.0
1092,Creed,Higher,2000-09-02,2000-09-09,16.0
1093,Creed,Higher,2000-09-09,2000-09-16,17.0
1094,Creed,Higher,2000-09-16,2000-09-23,17.0
1095,Creed,Higher,2000-09-23,2000-09-30,21.0
1096,Creed,Higher,2000-09-30,2000-10-07,26.0
1097,Creed,Higher,2000-10-07,2000-10-14,29.0
1098,Creed,Higher,2000-10-14,2000-10-21,32.0
1099,Creed,Higher,2000-10-21,2000-10-28,39.0
1100,Creed,Higher,1999-10-09,1999-10-16,61.0
1101,Creed,Higher,2000-10-28,2000-11-04,39.0
1102,Creed,Higher,2000-11-04,2000-11-11,43.0
1103,Creed,Higher,2000-11-11,2000-11-18,47.0
1104,Creed,Higher,2000-11-18,2000-11-25,50.0
1105,Creed,Higher,2000-11-25,2000-12-02,50.0
1106,Creed,Higher,2000-12-02,2000-12-09,49.0
1107,Creed,Higher,1999-10-16,1999-10-23,58.0
1108,Creed,Higher,1999-10-23,1999-10-30,56.0
1109,Creed,Higher,1999-10-30,1999-11-06,52.0
1110,Creed,Higher,1999-11-06,1999-11-13,56.0
1111,Creed,With Arms Wide Open,2000-07-15,2000-07-22,74.0
1112,Creed,With Arms Wide Open,2000-07-22,2000-07-29,70.0
1113,Creed,With Arms Wide Open,2000-07-29,2000-08-05,79.0
1114,Creed,With Arms Wide Open,2000-08-05,2000-08-12,84.0
1115,Creed,With Arms Wide Open,2000-08-12,2000-08-19,86.0
1116,Creed,With Arms Wide Open,2000-08-19,2000-08-26,76.0
1117,Creed,With Arms Wide Open,2000-08-26,2000-09-02,62.0
1118,Creed,With Arms Wide Open,2000-09-02,2000-09-09,45.0
1119,Creed,With Arms Wide Open,2000-09-09,2000-09-16,29.0
1120,Creed,With Arms Wide Open,2000-09-16,2000-09-23,19.0
1121,Creed,With Arms Wide Open,2000-05-13,2000-05-20,84.0
1122,Creed,With Arms Wide Open,2000-09-23,2000-09-30,11.0
1123,Creed,With Arms Wide Open,2000-09-30,2000-10-07,10.0
1124,Creed,With Arms Wide Open,2000-10-07,2000-10-14,7.0
1125,Creed,With Arms Wide Open,2000-10-14,2000-10-21,5.0
1126,Creed,With Arms Wide Open,2000-10-21,2000-10-28,3.0
1127,Creed,With Arms Wide Open,2000-10-28,2000-11-04,3.0
1128,Creed,With Arms Wide Open,2000-11-04,2000-11-11,3.0
1129,Creed,With Arms Wide Open,2000-11-11,2000-11-18,1.0
1130,Creed,With Arms Wide Open,2000-11-18,2000-11-25,2.0
1131,Creed,With Arms Wide Open,2000-11-25,2000-12-02,2.0
1132,Creed,With Arms Wide Open,2000-05-20,2000-05-27,78.0
1133,Creed,With Arms Wide Open,2000-12-02,2000-12-09,3.0
1134,Creed,With Arms Wide Open,2000-12-09,2000-12-16,3.0
1135,Creed,With Arms Wide Open,2000-12-16,2000-12-23,3.0
1136,Creed,With Arms Wide Open,2000-12-23,2000-12-30,4.0
1137,Creed,With Arms Wide Open,2000-12-30,2001-01-06,5.0
1138,Creed,With Arms Wide Open,2001-01-06,2001-01-13,5.0
1139,Creed,With Arms Wide Open,2001-01-13,2001-01-20,5.0
1140,Creed,With Arms Wide Open,2001-01-20,2001-01-27,5.0
1141,Creed,With Arms Wide Open,2001-01-27,2001-02-03,9.0
1142,Creed,With Arms Wide Open,2001-02-03,2001-02-10,12.0
1143,Creed,With Arms Wide Open,2000-05-27,2000-06-03,76.0
1144,Creed,With Arms Wide Open,2001-02-10,2001-02-17,13.0
1145,Creed,With Arms Wide Open,2001-02-17,2001-02-24,13.0
1146,Creed,With Arms Wide Open,2001-02-24,2001-03-03,17.0
1147,Creed,With Arms Wide Open,2001-03-03,2001-03-10,22.0
1148,Creed,With Arms Wide Open,2001-03-10,2001-03-17,26.0
1149,Creed,With Arms Wide Open,2001-03-17,2001-03-24,28.0
1150,Creed,With Arms Wide Open,2001-03-24,2001-03-31,37.0
1151,Creed,With Arms Wide Open,2001-03-31,2001-04-07,41.0
1152,Creed,With Arms Wide Open,2000-06-03,2000-06-10,74.0
1153,Creed,With Arms Wide Open,2000-06-10,2000-06-17,70.0
1154,Creed,With Arms Wide Open,2000-06-17,2000-06-24,68.0
1155,Creed,With Arms Wide Open,2000-06-24,2000-07-01,74.0
1156,Creed,With Arms Wide Open,2000-07-01,2000-07-08,75.0
1157,Creed,With Arms Wide Open,2000-07-08,2000-07-15,69.0
1158,"Cyrus, Billy Ray",You Won't Be Lonely Now,2000-11-25,2000-12-02,80.0
1159,"Cyrus, Billy Ray",You Won't Be Lonely Now,2000-12-02,2000-12-09,80.0
1160,"Cyrus, Billy Ray",You Won't Be Lonely Now,2000-12-09,2000-12-16,89.0
1161,"Cyrus, Billy Ray",You Won't Be Lonely Now,2000-12-16,2000-12-23,95.0
1162,"Cyrus, Billy Ray",You Won't Be Lonely Now,2000-09-23,2000-09-30,97.0
1163,"Cyrus, Billy Ray",You Won't Be Lonely Now,2000-09-30,2000-10-07,97.0
1164,"Cyrus, Billy Ray",You Won't Be Lonely Now,2000-10-07,2000-10-14,97.0
1165,"Cyrus, Billy Ray",You Won't Be Lonely Now,2000-10-14,2000-10-21,92.0
1166,"Cyrus, Billy Ray",You Won't Be Lonely Now,2000-10-21,2000-10-28,91.0
1167,"Cyrus, Billy Ray",You Won't Be Lonely Now,2000-10-28,2000-11-04,88.0
1168,"Cyrus, Billy Ray",You Won't Be Lonely Now,2000-11-04,2000-11-11,85.0
1169,"Cyrus, Billy Ray",You Won't Be Lonely Now,2000-11-11,2000-11-18,80.0
1170,"Cyrus, Billy Ray",You Won't Be Lonely Now,2000-11-18,2000-11-25,82.0
1171,D'Angelo,Left & Right,1999-12-11,1999-12-18,93.0
1172,D'Angelo,Left & Right,1999-12-18,1999-12-25,77.0
1173,D'Angelo,Left & Right,1999-12-25,2000-01-01,75.0
1174,D'Angelo,Left & Right,2000-01-01,2000-01-08,70.0
1175,D'Angelo,Left & Right,2000-01-08,2000-01-15,91.0
1176,D'Angelo,Untitled (How Does It Feel),2000-03-25,2000-04-01,35.0
1177,D'Angelo,Untitled (How Does It Feel),2000-04-01,2000-04-08,39.0
1178,D'Angelo,Untitled (How Does It Feel),2000-04-08,2000-04-15,44.0
1179,D'Angelo,Untitled (How Does It Feel),2000-04-15,2000-04-22,51.0
1180,D'Angelo,Untitled (How Does It Feel),2000-04-22,2000-04-29,60.0
1181,D'Angelo,Untitled (How Does It Feel),2000-04-29,2000-05-06,73.0
1182,D'Angelo,Untitled (How Does It Feel),2000-05-06,2000-05-13,79.0
1183,D'Angelo,Untitled (How Does It Feel),2000-05-13,2000-05-20,94.0
1184,D'Angelo,Untitled (How Does It Feel),2000-01-22,2000-01-29,77.0
1185,D'Angelo,Untitled (How Does It Feel),2000-01-29,2000-02-05,56.0
1186,D'Angelo,Untitled (How Does It Feel),2000-02-05,2000-02-12,35.0
1187,D'Angelo,Untitled (How Does It Feel),2000-02-12,2000-02-19,26.0
1188,D'Angelo,Untitled (How Does It Feel),2000-02-19,2000-02-26,25.0
1189,D'Angelo,Untitled (How Does It Feel),2000-02-26,2000-03-04,25.0
1190,D'Angelo,Untitled (How Does It Feel),2000-03-04,2000-03-11,28.0
1191,D'Angelo,Untitled (How Does It Feel),2000-03-11,2000-03-18,28.0
1192,D'Angelo,Untitled (How Does It Feel),2000-03-18,2000-03-25,31.0
1193,DMX,What's My Name,2000-03-18,2000-03-25,94.0
1194,DMX,What's My Name,2000-03-25,2000-04-01,100.0
1195,DMX,What's My Name,2000-01-15,2000-01-22,98.0
1196,DMX,What's My Name,2000-01-22,2000-01-29,76.0
1197,DMX,What's My Name,2000-01-29,2000-02-05,69.0
1198,DMX,What's My Name,2000-02-05,2000-02-12,69.0
1199,DMX,What's My Name,2000-02-12,2000-02-19,67.0
1200,DMX,What's My Name,2000-02-19,2000-02-26,73.0
1201,DMX,What's My Name,2000-02-26,2000-03-04,76.0
1202,DMX,What's My Name,2000-03-04,2000-03-11,90.0
1203,DMX,What's My Name,2000-03-11,2000-03-18,90.0
1204,DMX,Party Up (Up In Here),2000-04-29,2000-05-06,27.0
1205,DMX,Party Up (Up In Here),2000-05-06,2000-05-13,27.0
1206,DMX,Party Up (Up In Here),2000-05-13,2000-05-20,27.0
1207,DMX,Party Up (Up In Here),2000-05-20,2000-05-27,27.0
1208,DMX,Party Up (Up In Here),2000-05-27,2000-06-03,28.0
1209,DMX,Party Up (Up In Here),2000-06-03,2000-06-10,28.0
1210,DMX,Party Up (Up In Here),2000-06-10,2000-06-17,33.0
1211,DMX,Party Up (Up In Here),2000-06-17,2000-06-24,35.0
1212,DMX,Party Up (Up In Here),2000-06-24,2000-07-01,42.0
1213,DMX,Party Up (Up In Here),2000-07-01,2000-07-08,44.0
1214,DMX,Party Up (Up In Here),2000-02-26,2000-03-04,88.0
1215,DMX,Party Up (Up In Here),2000-07-08,2000-07-15,46.0
1216,DMX,Party Up (Up In Here),2000-07-15,2000-07-22,43.0
1217,DMX,Party Up (Up In Here),2000-03-04,2000-03-11,74.0
1218,DMX,Party Up (Up In Here),2000-03-11,2000-03-18,62.0
1219,DMX,Party Up (Up In Here),2000-03-18,2000-03-25,56.0
1220,DMX,Party Up (Up In Here),2000-03-25,2000-04-01,49.0
1221,DMX,Party Up (Up In Here),2000-04-01,2000-04-08,44.0
1222,DMX,Party Up (Up In Here),2000-04-08,2000-04-15,38.0
1223,DMX,Party Up (Up In Here),2000-04-15,2000-04-22,32.0
1224,DMX,Party Up (Up In Here),2000-04-22,2000-04-29,27.0
1225,DMX,What You Want,2000-09-02,2000-09-09,57.0
1226,DMX,What You Want,2000-09-09,2000-09-16,52.0
1227,DMX,What You Want,2000-09-16,2000-09-23,55.0
1228,DMX,What You Want,2000-09-23,2000-09-30,49.0
1229,DMX,What You Want,2000-09-30,2000-10-07,57.0
1230,DMX,What You Want,2000-10-07,2000-10-14,62.0
1231,DMX,What You Want,2000-10-14,2000-10-21,65.0
1232,DMX,What You Want,2000-10-21,2000-10-28,87.0
1233,DMX,What You Want,2000-10-28,2000-11-04,89.0
1234,DMX,What You Want,2000-11-04,2000-11-11,99.0
1235,DMX,What You Want,2000-07-01,2000-07-08,98.0
1236,DMX,What You Want,2000-11-11,2000-11-18,100.0
1237,DMX,What You Want,2000-07-08,2000-07-15,95.0
1238,DMX,What You Want,2000-07-15,2000-07-22,95.0
1239,DMX,What You Want,2000-07-22,2000-07-29,87.0
1240,DMX,What You Want,2000-07-29,2000-08-05,86.0
1241,DMX,What You Want,2000-08-05,2000-08-12,79.0
1242,DMX,What You Want,2000-08-12,2000-08-19,62.0
1243,DMX,What You Want,2000-08-19,2000-08-26,60.0
1244,DMX,What You Want,2000-08-26,2000-09-02,58.0
1245,Da Brat,That's What I'm Looking For,2000-04-29,2000-05-06,70.0
1246,Da Brat,That's What I'm Looking For,2000-05-06,2000-05-13,71.0
1247,Da Brat,That's What I'm Looking For,2000-05-13,2000-05-20,72.0
1248,Da Brat,That's What I'm Looking For,2000-05-20,2000-05-27,90.0
1249,Da Brat,That's What I'm Looking For,2000-05-27,2000-06-03,94.0
1250,Da Brat,That's What I'm Looking For,2000-06-03,2000-06-10,94.0
1251,Da Brat,That's What I'm Looking For,2000-06-10,2000-06-17,94.0
1252,Da Brat,That's What I'm Looking For,2000-06-17,2000-06-24,94.0
1253,Da Brat,That's What I'm Looking For,2000-06-24,2000-07-01,100.0
1254,Da Brat,That's What I'm Looking For,2000-02-26,2000-03-04,93.0
1255,Da Brat,That's What I'm Looking For,2000-03-04,2000-03-11,73.0
1256,Da Brat,That's What I'm Looking For,2000-03-11,2000-03-18,60.0
1257,Da Brat,That's What I'm Looking For,2000-03-18,2000-03-25,60.0
1258,Da Brat,That's What I'm Looking For,2000-03-25,2000-04-01,60.0
1259,Da Brat,That's What I'm Looking For,2000-04-01,2000-04-08,60.0
1260,Da Brat,That's What I'm Looking For,2000-04-08,2000-04-15,63.0
1261,Da Brat,That's What I'm Looking For,2000-04-15,2000-04-22,56.0
1262,Da Brat,That's What I'm Looking For,2000-04-22,2000-04-29,58.0
1263,Da Brat,What'Chu Like,2000-08-05,2000-08-12,31.0
1264,Da Brat,What'Chu Like,2000-08-12,2000-08-19,26.0
1265,Da Brat,What'Chu Like,2000-08-19,2000-08-26,28.0
1266,Da Brat,What'Chu Like,2000-08-26,2000-09-02,36.0
1267,Da Brat,What'Chu Like,2000-09-02,2000-09-09,39.0
1268,Da Brat,What'Chu Like,2000-09-09,2000-09-16,49.0
1269,Da Brat,What'Chu Like,2000-09-16,2000-09-23,58.0
1270,Da Brat,What'Chu Like,2000-09-23,2000-09-30,62.0
1271,Da Brat,What'Chu Like,2000-09-30,2000-10-07,65.0
